ab	ac	ad	ae	af	ag	ah	ai	aj	bc	bd	be	bf	bg	bh	bi	bj	cd	ce	cf	cg	ch	ci	cj	de	df	dg	dh	di	dj	ef	eg	eh	ei	ej	fg	fh	fi	fj	gh	gi	gj	hi	hj	ij	abc	abd	abe	abf	abg	abh	abi	abj	acd	ace	acf	acg	ach	aci	acj	ade	adf	adg	adh	adi	adj	aef	aeg	aeh	aei	aej	afg	afh	afi	afj	agh	agi	agj	ahi	ahj	aij	bcd	bce	bcf	bcg	bch	bci	bcj	bde	bdf	bdg	bdh	bdi	bdj	bef	beg	beh	bei	bej	bfg	bfh	bfi	bfj	bgh	bgi	bgj	bhi	bhj	bij	cde	cdf	cdg	cdh	cdi	cdj	cef	ceg	ceh	cei	cej	cfg	cfh	cfi	cfj	cgh	cgi	cgj	chi	chj	cij	def	deg	deh	dei	dej	dfg	dfh	dfi	dfj	dgh	dgi	dgj	dhi	dhj	dij	efg	efh	efi	efj	egh	egi	egj	ehi	ehj	eij	fgh	fgi	fgj	fhi	fhj	fij	ghi	ghj	gij	hij
264	10.05	12.315	9.005	9.325	15.295	9.575	11.975	9.11	10.505	5.975	2.665	2.985	8.955	3.235	5.635	2.77	4.165	4.93	5.25	11.22	5.5	7.9	5.035	6.43	1.94	7.91	2.19	4.59	1.725	3.12	8.23	2.51	4.91	2.045	3.44	8.48	10.88	8.015	9.41	5.16	2.295	3.69	4.695	6.09	3.225	9.44666666666667	7.24	7.45333333333333	11.4333333333333	7.62	9.22	7.31	8.24	8.75	8.96333333333333	12.9433333333333	9.13	10.73	8.82	9.75	6.75666666666667	10.7366666666667	6.92333333333333	8.52333333333333	6.61333333333333	7.54333333333333	10.95	7.13666666666667	8.73666666666667	6.82666666666667	7.75666666666667	11.1166666666667	12.7166666666667	10.8066666666667	11.7366666666667	8.90333333333333	6.99333333333333	7.92333333333333	8.59333333333333	9.52333333333333	7.61333333333333	4.52333333333333	4.73666666666667	8.71666666666667	4.90333333333333	6.50333333333333	4.59333333333333	5.52333333333333	2.53	6.51	2.69666666666667	4.29666666666667	2.38666666666667	3.31666666666667	6.72333333333333	2.91	4.51	2.6	3.53	6.89	8.49	6.58	7.51	4.67666666666667	2.76666666666667	3.69666666666667	4.36666666666667	5.29666666666667	3.38666666666667	4.04	8.02	4.20666666666667	5.80666666666667	3.89666666666667	4.82666666666667	8.23333333333333	4.42	6.02	4.11	5.04	8.4	10	8.09	9.02	6.18666666666667	4.27666666666667	5.20666666666667	5.87666666666667	6.80666666666667	4.89666666666667	6.02666666666667	2.21333333333333	3.81333333333333	1.90333333333333	2.83333333333333	6.19333333333333	7.79333333333333	5.88333333333333	6.81333333333333	3.98	2.07	3	3.67	4.6	2.69	6.40666666666667	8.00666666666667	6.09666666666667	7.02666666666667	4.19333333333333	2.28333333333333	3.21333333333333	3.88333333333333	4.81333333333333	2.90333333333333	8.17333333333333	6.26333333333333	7.19333333333333	7.86333333333333	8.79333333333333	6.88333333333333	4.05	4.98	3.07	4.67
265	11.905	16.615	6.24	6.065	6.19	13.925	6.025	14.815	5.825	17.87	7.495	7.32	7.445	15.18	7.28	16.07	7.08	12.205	12.03	12.155	19.89	11.99	20.78	11.79	1.655	1.78	9.515	1.615	10.405	1.415	1.605	9.34	1.44	10.23	1.24	9.465	1.565	10.355	1.365	9.3	18.09	9.1	10.19	1.2	9.99	15.4633333333333	8.54666666666667	8.43	8.51333333333333	13.67	8.40333333333333	14.2633333333333	8.27	11.6866666666667	11.57	11.6533333333333	16.81	11.5433333333333	17.4033333333333	11.41	4.65333333333333	4.73666666666667	9.89333333333333	4.62666666666667	10.4866666666667	4.49333333333333	4.62	9.77666666666667	4.51	10.37	4.37666666666667	9.86	4.59333333333333	10.4533333333333	4.46	9.75	15.61	9.61666666666667	10.3433333333333	4.35	10.21	12.5233333333333	12.4066666666667	12.49	17.6466666666667	12.38	18.24	12.2466666666667	5.49	5.57333333333333	10.73	5.46333333333333	11.3233333333333	5.33	5.45666666666667	10.6133333333333	5.34666666666667	11.2066666666667	5.21333333333333	10.6966666666667	5.43	11.29	5.29666666666667	10.5866666666667	16.4466666666667	10.4533333333333	11.18	5.18666666666667	11.0466666666667	8.63	8.71333333333333	13.87	8.60333333333333	14.4633333333333	8.47	8.59666666666667	13.7533333333333	8.48666666666667	14.3466666666667	8.35333333333333	13.8366666666667	8.57	14.43	8.43666666666667	13.7266666666667	19.5866666666667	13.5933333333333	14.32	8.32666666666667	14.1866666666667	1.68	6.83666666666667	1.57	7.43	1.43666666666667	6.92	1.65333333333333	7.51333333333333	1.52	6.81	12.67	6.67666666666667	7.40333333333333	1.41	7.27	6.80333333333333	1.53666666666667	7.39666666666667	1.40333333333333	6.69333333333333	12.5533333333333	6.56	7.28666666666667	1.29333333333333	7.15333333333333	6.77666666666667	12.6366666666667	6.64333333333333	7.37	1.37666666666667	7.23666666666667	12.5266666666667	6.53333333333333	12.3933333333333	7.12666666666667
266	6.115	5.915	1.365	1.695	6.95	2.485	5.8	11.915	2.715	10.29	5.74	6.07	11.325	6.86	10.175	16.29	7.09	5.54	5.87	11.125	6.66	9.975	16.09	6.89	1.32	6.575	2.11	5.425	11.54	2.34	6.905	2.44	5.755	11.87	2.67	7.695	11.01	17.125	7.925	6.545	12.66	3.46	15.975	6.775	12.89	7.44	4.40666666666667	4.62666666666667	8.13	5.15333333333333	7.36333333333333	11.44	5.30666666666667	4.27333333333333	4.49333333333333	7.99666666666667	5.02	7.23	11.3066666666667	5.17333333333333	1.46	4.96333333333333	1.98666666666667	4.19666666666667	8.27333333333333	2.14	5.18333333333333	2.20666666666667	4.41666666666667	8.49333333333333	2.36	5.71	7.92	11.9966666666667	5.86333333333333	4.94333333333333	9.02	2.88666666666667	11.23	5.09666666666667	9.17333333333333	7.19	7.41	10.9133333333333	7.93666666666667	10.1466666666667	14.2233333333333	8.09	4.37666666666667	7.88	4.90333333333333	7.11333333333333	11.19	5.05666666666667	8.1	5.12333333333333	7.33333333333333	11.41	5.27666666666667	8.62666666666667	10.8366666666667	14.9133333333333	8.78	7.86	11.9366666666667	5.80333333333333	14.1466666666667	8.01333333333333	12.09	4.24333333333333	7.74666666666667	4.77	6.98	11.0566666666667	4.92333333333333	7.96666666666667	4.99	7.2	11.2766666666667	5.14333333333333	8.49333333333333	10.7033333333333	14.78	8.64666666666667	7.72666666666667	11.8033333333333	5.67	14.0133333333333	7.88	11.9566666666667	4.93333333333333	1.95666666666667	4.16666666666667	8.24333333333333	2.11	5.46	7.67	11.7466666666667	5.61333333333333	4.69333333333333	8.77	2.63666666666667	10.98	4.84666666666667	8.92333333333333	5.68	7.89	11.9666666666667	5.83333333333333	4.91333333333333	8.99	2.85666666666667	11.2	5.06666666666667	9.14333333333333	8.41666666666667	12.4933333333333	6.36	14.7033333333333	8.57	12.6466666666667	11.7266666666667	5.59333333333333	9.67	11.88
267	1.15	1.295	1.23	3.46	6.56	5.055	1.255	3.905	1.845	1.155	1.09	3.32	6.42	4.915	1.115	3.765	1.705	1.235	3.465	6.565	5.06	1.26	3.91	1.85	3.4	6.5	4.995	1.195	3.845	1.785	8.73	7.225	3.425	6.075	4.015	10.325	6.525	9.175	7.115	5.02	7.67	5.61	3.87	1.81	4.46	1.2	1.15666666666667	2.64333333333333	4.71	3.70666666666667	1.17333333333333	2.94	1.56666666666667	1.25333333333333	2.74	4.80666666666667	3.80333333333333	1.27	3.03666666666667	1.66333333333333	2.69666666666667	4.76333333333333	3.76	1.22666666666667	2.99333333333333	1.62	6.25	5.24666666666667	2.71333333333333	4.48	3.10666666666667	7.31333333333333	4.78	6.54666666666667	5.17333333333333	3.77666666666667	5.54333333333333	4.17	3.01	1.63666666666667	3.40333333333333	1.16	2.64666666666667	4.71333333333333	3.71	1.17666666666667	2.94333333333333	1.57	2.60333333333333	4.67	3.66666666666667	1.13333333333333	2.9	1.52666666666667	6.15666666666667	5.15333333333333	2.62	4.38666666666667	3.01333333333333	7.22	4.68666666666667	6.45333333333333	5.08	3.68333333333333	5.45	4.07666666666667	2.91666666666667	1.54333333333333	3.31	2.7	4.76666666666667	3.76333333333333	1.23	2.99666666666667	1.62333333333333	6.25333333333333	5.25	2.71666666666667	4.48333333333333	3.11	7.31666666666667	4.78333333333333	6.55	5.17666666666667	3.78	5.54666666666667	4.17333333333333	3.01333333333333	1.64	3.40666666666667	6.21	5.20666666666667	2.67333333333333	4.44	3.06666666666667	7.27333333333333	4.74	6.50666666666667	5.13333333333333	3.73666666666667	5.50333333333333	4.13	2.97	1.59666666666667	3.36333333333333	8.76	6.22666666666667	7.99333333333333	6.62	5.22333333333333	6.99	5.61666666666667	4.45666666666667	3.08333333333333	4.85	7.29	9.05666666666667	7.68333333333333	6.52333333333333	5.15	6.91666666666667	5.52	4.14666666666667	5.91333333333333	3.38
268	13.845	9.65	12.35	9.915	12.07	11.9	12.73	9.51	11.295	6.125	8.825	6.39	8.545	8.375	9.205	5.985	7.77	4.63	2.195	4.35	4.18	5.01	1.79	3.575	4.895	7.05	6.88	7.71	4.49	6.275	4.615	4.445	5.275	2.055	3.84	6.6	7.43	4.21	5.995	7.26	4.04	5.825	4.87	6.655	3.435	9.87333333333333	11.6733333333333	10.05	11.4866666666667	11.3733333333333	11.9266666666667	9.78	10.97	8.87666666666667	7.25333333333333	8.69	8.57666666666667	9.13	6.98333333333333	8.17333333333333	9.05333333333333	10.49	10.3766666666667	10.93	8.78333333333333	9.97333333333333	8.86666666666667	8.75333333333333	9.30666666666667	7.16	8.35	10.19	10.7433333333333	8.59666666666667	9.78666666666667	10.63	8.48333333333333	9.67333333333333	9.03666666666667	10.2266666666667	8.08	6.52666666666667	4.90333333333333	6.34	6.22666666666667	6.78	4.63333333333333	5.82333333333333	6.70333333333333	8.14	8.02666666666667	8.58	6.43333333333333	7.62333333333333	6.51666666666667	6.40333333333333	6.95666666666667	4.81	6	7.84	8.39333333333333	6.24666666666667	7.43666666666667	8.28	6.13333333333333	7.32333333333333	6.68666666666667	7.87666666666667	5.73	3.90666666666667	5.34333333333333	5.23	5.78333333333333	3.63666666666667	4.82666666666667	3.72	3.60666666666667	4.16	2.01333333333333	3.20333333333333	5.04333333333333	5.59666666666667	3.45	4.64	5.48333333333333	3.33666666666667	4.52666666666667	3.89	5.08	2.93333333333333	5.52	5.40666666666667	5.96	3.81333333333333	5.00333333333333	6.84333333333333	7.39666666666667	5.25	6.44	7.28333333333333	5.13666666666667	6.32666666666667	5.69	6.88	4.73333333333333	5.22	5.77333333333333	3.62666666666667	4.81666666666667	5.66	3.51333333333333	4.70333333333333	4.06666666666667	5.25666666666667	3.11	7.09666666666667	4.95	6.14	5.50333333333333	6.69333333333333	4.54666666666667	5.39	6.58	4.43333333333333	4.98666666666667
269	13.35	7.39	4.9	10.63	13.41	14.16	4.2	4.305	5.26	13.4	10.91	16.64	19.42	20.17	10.21	10.315	11.27	4.95	10.68	13.46	14.21	4.25	4.355	5.31	8.19	10.97	11.72	1.76	1.865	2.82	16.7	17.45	7.49	7.595	8.55	20.23	10.27	10.375	11.33	11.02	11.125	12.08	1.165	2.12	2.225	11.38	9.72	13.54	15.3933333333333	15.8933333333333	9.25333333333333	9.32333333333333	9.96	5.74666666666667	9.56666666666667	11.42	11.92	5.28	5.35	5.98666666666667	7.90666666666667	9.76	10.26	3.62	3.69	4.32666666666667	13.58	14.08	7.44	7.51	8.14666666666667	15.9333333333333	9.29333333333333	9.36333333333333	10	9.79333333333333	9.86333333333333	10.5	3.22333333333333	3.86	3.93	9.75333333333333	13.5733333333333	15.4266666666667	15.9266666666667	9.28666666666667	9.35666666666667	9.99333333333333	11.9133333333333	13.7666666666667	14.2666666666667	7.62666666666667	7.69666666666667	8.33333333333333	17.5866666666667	18.0866666666667	11.4466666666667	11.5166666666667	12.1533333333333	19.94	13.3	13.37	14.0066666666667	13.8	13.87	14.5066666666667	7.23	7.86666666666667	7.93666666666667	7.94	9.79333333333333	10.2933333333333	3.65333333333333	3.72333333333333	4.36	13.6133333333333	14.1133333333333	7.47333333333333	7.54333333333333	8.18	15.9666666666667	9.32666666666667	9.39666666666667	10.0333333333333	9.82666666666667	9.89666666666667	10.5333333333333	3.25666666666667	3.89333333333333	3.96333333333333	11.9533333333333	12.4533333333333	5.81333333333333	5.88333333333333	6.52	14.3066666666667	7.66666666666667	7.73666666666667	8.37333333333333	8.16666666666667	8.23666666666667	8.87333333333333	1.59666666666667	2.23333333333333	2.30333333333333	18.1266666666667	11.4866666666667	11.5566666666667	12.1933333333333	11.9866666666667	12.0566666666667	12.6933333333333	5.41666666666667	6.05333333333333	6.12333333333333	13.84	13.91	14.5466666666667	7.27	7.90666666666667	7.97666666666667	7.77	8.40666666666667	8.47666666666667	1.83666666666667
270	4.055	2.1	13.175	4.515	1.745	3.88	9.305	2.98	12.07	4.045	15.12	6.46	3.69	5.825	11.25	4.925	14.015	13.165	4.505	1.735	3.87	9.295	2.97	12.06	15.58	12.81	14.945	20.37	14.045	23.135	4.15	6.285	11.71	5.385	14.475	3.515	8.94	2.615	11.705	11.075	4.75	13.84	10.175	19.265	12.94	3.4	10.7833333333333	5.01	3.16333333333333	4.58666666666667	8.20333333333333	3.98666666666667	10.0466666666667	9.48	3.70666666666667	1.86	3.28333333333333	6.9	2.68333333333333	8.74333333333333	11.09	9.24333333333333	10.6666666666667	14.2833333333333	10.0666666666667	16.1266666666667	3.47	4.89333333333333	8.51	4.29333333333333	10.3533333333333	3.04666666666667	6.66333333333333	2.44666666666667	8.50666666666667	8.08666666666667	3.87	9.93	7.48666666666667	13.5466666666667	9.33	10.7766666666667	5.00333333333333	3.15666666666667	4.58	8.19666666666667	3.98	10.04	12.3866666666667	10.54	11.9633333333333	15.58	11.3633333333333	17.4233333333333	4.76666666666667	6.19	9.80666666666667	5.59	11.65	4.34333333333333	7.96	3.74333333333333	9.80333333333333	9.38333333333333	5.16666666666667	11.2266666666667	8.78333333333333	14.8433333333333	10.6266666666667	11.0833333333333	9.23666666666667	10.66	14.2766666666667	10.06	16.12	3.46333333333333	4.88666666666667	8.50333333333333	4.28666666666667	10.3466666666667	3.04	6.65666666666667	2.44	8.5	8.08	3.86333333333333	9.92333333333333	7.48	13.54	9.32333333333333	10.8466666666667	12.27	15.8866666666667	11.67	17.73	10.4233333333333	14.04	9.82333333333333	15.8833333333333	15.4633333333333	11.2466666666667	17.3066666666667	14.8633333333333	20.9233333333333	16.7066666666667	4.65	8.26666666666667	4.05	10.11	9.69	5.47333333333333	11.5333333333333	9.09	15.15	10.9333333333333	7.84333333333333	3.62666666666667	9.68666666666667	7.24333333333333	13.3033333333333	9.08666666666667	8.66666666666667	14.7266666666667	10.51	14.1266666666667
271	10.975	1.045	9.26	5.935	7.415	1.66	8.27	1.115	1.56	10.96	19.175	15.85	17.33	11.575	18.185	11.03	11.475	9.245	5.92	7.4	1.645	8.255	1.1	1.545	14.135	15.615	9.86	16.47	9.315	9.76	12.29	6.535	13.145	5.99	6.435	8.015	14.625	7.47	7.915	8.87	1.715	2.16	8.325	8.77	1.615	7.66	13.1366666666667	10.92	11.9066666666667	8.07	12.4766666666667	7.70666666666667	8.00333333333333	6.51666666666667	4.3	5.28666666666667	1.45	5.85666666666667	1.08666666666667	1.38333333333333	9.77666666666667	10.7633333333333	6.92666666666667	11.3333333333333	6.56333333333333	6.86	8.54666666666667	4.71	9.11666666666667	4.34666666666667	4.64333333333333	5.69666666666667	10.1033333333333	5.33333333333333	5.63	6.26666666666667	1.49666666666667	1.79333333333333	5.90333333333333	6.2	1.43	13.1266666666667	10.91	11.8966666666667	8.06	12.4666666666667	7.69666666666667	7.99333333333333	16.3866666666667	17.3733333333333	13.5366666666667	17.9433333333333	13.1733333333333	13.47	15.1566666666667	11.32	15.7266666666667	10.9566666666667	11.2533333333333	12.3066666666667	16.7133333333333	11.9433333333333	12.24	12.8766666666667	8.10666666666667	8.40333333333333	12.5133333333333	12.81	8.04	9.76666666666667	10.7533333333333	6.91666666666667	11.3233333333333	6.55333333333333	6.85	8.53666666666667	4.7	9.10666666666667	4.33666666666667	4.63333333333333	5.68666666666667	10.0933333333333	5.32333333333333	5.62	6.25666666666667	1.48666666666667	1.78333333333333	5.89333333333333	6.19	1.42	14.0133333333333	10.1766666666667	14.5833333333333	9.81333333333333	10.11	11.1633333333333	15.57	10.8	11.0966666666667	11.7333333333333	6.96333333333333	7.26	11.37	11.6666666666667	6.89666666666667	8.94666666666667	13.3533333333333	8.58333333333333	8.88	9.51666666666667	4.74666666666667	5.04333333333333	9.15333333333333	9.45	4.68	10.5033333333333	5.73333333333333	6.03	10.14	10.4366666666667	5.66666666666667	6.30333333333333	6.6	1.83	6.23666666666667
272	12.925	7.535	13.5	2.385	5.635	6.505	3.55	7.81	15.945	19.02	24.985	13.87	17.12	17.99	15.035	19.295	27.43	19.595	8.48	11.73	12.6	9.645	13.905	22.04	14.445	17.695	18.565	15.61	19.87	28.005	6.58	7.45	4.495	8.755	16.89	10.7	7.745	12.005	20.14	8.615	12.875	21.01	9.92	18.055	22.315	13.16	17.1366666666667	9.72666666666667	11.8933333333333	12.4733333333333	10.5033333333333	13.3433333333333	18.7666666666667	13.5433333333333	6.13333333333333	8.3	8.88	6.91	9.75	15.1733333333333	10.11	12.2766666666667	12.8566666666667	10.8866666666667	13.7266666666667	19.15	4.86666666666667	5.44666666666667	3.47666666666667	6.31666666666667	11.74	7.61333333333333	5.64333333333333	8.48333333333333	13.9066666666667	6.22333333333333	9.06333333333333	14.4866666666667	7.09333333333333	12.5166666666667	15.3566666666667	21.2	13.79	15.9566666666667	16.5366666666667	14.5666666666667	17.4066666666667	22.83	17.7666666666667	19.9333333333333	20.5133333333333	18.5433333333333	21.3833333333333	26.8066666666667	12.5233333333333	13.1033333333333	11.1333333333333	13.9733333333333	19.3966666666667	15.27	13.3	16.14	21.5633333333333	13.88	16.72	22.1433333333333	14.75	20.1733333333333	23.0133333333333	14.1733333333333	16.34	16.92	14.95	17.79	23.2133333333333	8.93	9.51	7.54	10.38	15.8033333333333	11.6766666666667	9.70666666666667	12.5466666666667	17.97	10.2866666666667	13.1266666666667	18.55	11.1566666666667	16.58	19.42	12.9066666666667	13.4866666666667	11.5166666666667	14.3566666666667	19.78	15.6533333333333	13.6833333333333	16.5233333333333	21.9466666666667	14.2633333333333	17.1033333333333	22.5266666666667	15.1333333333333	20.5566666666667	23.3966666666667	8.24333333333333	6.27333333333333	9.11333333333333	14.5366666666667	6.85333333333333	9.69333333333333	15.1166666666667	7.72333333333333	13.1466666666667	15.9866666666667	9.02	11.86	17.2833333333333	9.89	15.3133333333333	18.1533333333333	10.47	15.8933333333333	18.7333333333333	16.7633333333333
273	11.88	13.36	7.97	6.005	13.6	7.095	6.785	2.675	7.535	21.48	16.09	14.125	21.72	15.215	14.905	10.795	15.655	17.57	15.605	23.2	16.695	16.385	12.275	17.135	10.215	17.81	11.305	10.995	6.885	11.745	15.845	9.34	9.03	4.92	9.78	16.935	16.625	12.515	17.375	10.12	6.01	10.87	5.7	10.56	6.45	15.5733333333333	11.98	10.67	15.7333333333333	11.3966666666667	11.19	8.45	11.69	12.9666666666667	11.6566666666667	16.72	12.3833333333333	12.1766666666667	9.43666666666667	12.6766666666667	8.06333333333333	13.1266666666667	8.79	8.58333333333333	5.84333333333333	9.08333333333333	11.8166666666667	7.48	7.27333333333333	4.53333333333333	7.77333333333333	12.5433333333333	12.3366666666667	9.59666666666667	12.8366666666667	8	5.26	8.5	5.05333333333333	8.29333333333333	5.55333333333333	18.38	17.07	22.1333333333333	17.7966666666667	17.59	14.85	18.09	13.4766666666667	18.54	14.2033333333333	13.9966666666667	11.2566666666667	14.4966666666667	17.23	12.8933333333333	12.6866666666667	9.94666666666667	13.1866666666667	17.9566666666667	17.75	15.01	18.25	13.4133333333333	10.6733333333333	13.9133333333333	10.4666666666667	13.7066666666667	10.9666666666667	14.4633333333333	19.5266666666667	15.19	14.9833333333333	12.2433333333333	15.4833333333333	18.2166666666667	13.88	13.6733333333333	10.9333333333333	14.1733333333333	18.9433333333333	18.7366666666667	15.9966666666667	19.2366666666667	14.4	11.66	14.9	11.4533333333333	14.6933333333333	11.9533333333333	14.6233333333333	10.2866666666667	10.08	7.34	10.58	15.35	15.1433333333333	12.4033333333333	15.6433333333333	10.8066666666667	8.06666666666667	11.3066666666667	7.86	11.1	8.36	14.04	13.8333333333333	11.0933333333333	14.3333333333333	9.49666666666667	6.75666666666667	9.99666666666667	6.55	9.79	7.05	14.56	11.82	15.06	11.6133333333333	14.8533333333333	12.1133333333333	7.27666666666667	10.5166666666667	7.77666666666667	7.57
274	2.35	14.4	4.61	2.08	15.31	2.96	14.17	2.88	2.08	14.84	5.05	2.52	15.75	3.4	14.61	3.32	2.52	17.1	14.57	27.8	15.45	26.66	15.37	14.57	4.78	18.01	5.66	16.87	5.58	4.78	15.48	3.13	14.34	3.05	2.25	16.36	27.57	16.28	15.48	15.22	3.93	3.13	15.14	14.34	3.05	10.53	4.00333333333333	2.31666666666667	11.1366666666667	2.90333333333333	10.3766666666667	2.85	2.31666666666667	12.0366666666667	10.35	19.17	10.9366666666667	18.41	10.8833333333333	10.35	3.82333333333333	12.6433333333333	4.41	11.8833333333333	4.35666666666667	3.82333333333333	10.9566666666667	2.72333333333333	10.1966666666667	2.67	2.13666666666667	11.5433333333333	19.0166666666667	11.49	10.9566666666667	10.7833333333333	3.25666666666667	2.72333333333333	10.73	10.1966666666667	2.67	12.33	10.6433333333333	19.4633333333333	11.23	18.7033333333333	11.1766666666667	10.6433333333333	4.11666666666667	12.9366666666667	4.70333333333333	12.1766666666667	4.65	4.11666666666667	11.25	3.01666666666667	10.49	2.96333333333333	2.43	11.8366666666667	19.31	11.7833333333333	11.25	11.0766666666667	3.55	3.01666666666667	11.0233333333333	10.49	2.96333333333333	12.15	20.97	12.7366666666667	20.21	12.6833333333333	12.15	19.2833333333333	11.05	18.5233333333333	10.9966666666667	10.4633333333333	19.87	27.3433333333333	19.8166666666667	19.2833333333333	19.11	11.5833333333333	11.05	19.0566666666667	18.5233333333333	10.9966666666667	12.7566666666667	4.52333333333333	11.9966666666667	4.47	3.93666666666667	13.3433333333333	20.8166666666667	13.29	12.7566666666667	12.5833333333333	5.05666666666667	4.52333333333333	12.53	11.9966666666667	4.47	11.6566666666667	19.13	11.6033333333333	11.07	10.8966666666667	3.37	2.83666666666667	10.8433333333333	10.31	2.78333333333333	19.7166666666667	12.19	11.6566666666667	19.6633333333333	19.13	11.6033333333333	11.43	10.8966666666667	3.37	10.8433333333333
275	9.095	2.31	3.975	2.165	10.88	10.1	6.825	5.515	8.555	8.715	10.38	8.57	17.285	16.505	13.23	11.92	14.96	3.595	1.785	10.5	9.72	6.445	5.135	8.175	3.45	12.165	11.385	8.11	6.8	9.84	10.355	9.575	6.3	4.99	8.03	18.29	15.015	13.705	16.745	14.235	12.925	15.965	9.65	12.69	11.38	6.70666666666667	7.81666666666667	6.61	12.42	11.9	9.71666666666667	8.84333333333333	10.87	3.29333333333333	2.08666666666667	7.89666666666667	7.37666666666667	5.19333333333333	4.32	6.34666666666667	3.19666666666667	9.00666666666667	8.48666666666667	6.30333333333333	5.43	7.45666666666667	7.8	7.28	5.09666666666667	4.22333333333333	6.25	13.09	10.9066666666667	10.0333333333333	12.06	10.3866666666667	9.51333333333333	11.54	7.33	9.35666666666667	8.48333333333333	7.56333333333333	6.35666666666667	12.1666666666667	11.6466666666667	9.46333333333333	8.59	10.6166666666667	7.46666666666667	13.2766666666667	12.7566666666667	10.5733333333333	9.7	11.7266666666667	12.07	11.55	9.36666666666667	8.49333333333333	10.52	17.36	15.1766666666667	14.3033333333333	16.33	14.6566666666667	13.7833333333333	15.81	11.6	13.6266666666667	12.7533333333333	2.94333333333333	8.75333333333333	8.23333333333333	6.05	5.17666666666667	7.20333333333333	7.54666666666667	7.02666666666667	4.84333333333333	3.97	5.99666666666667	12.8366666666667	10.6533333333333	9.78	11.8066666666667	10.1333333333333	9.26	11.2866666666667	7.07666666666667	9.10333333333333	8.23	8.65666666666667	8.13666666666667	5.95333333333333	5.08	7.10666666666667	13.9466666666667	11.7633333333333	10.89	12.9166666666667	11.2433333333333	10.37	12.3966666666667	8.18666666666667	10.2133333333333	9.34	12.74	10.5566666666667	9.68333333333333	11.71	10.0366666666667	9.16333333333333	11.19	6.98	9.00666666666667	8.13333333333333	15.8466666666667	14.9733333333333	17	12.79	14.8166666666667	13.9433333333333	12.27	14.2966666666667	13.4233333333333	11.24
276	3.78	2.49	10.755	1.775	1.705	13.715	2.47	6.37	15.86	4.27	12.535	3.555	3.485	15.495	4.25	8.15	17.64	11.245	2.265	2.195	14.205	2.96	6.86	16.35	10.53	10.46	22.47	11.225	15.125	24.615	1.48	13.49	2.245	6.145	15.635	13.42	2.175	6.075	15.565	14.185	18.085	27.575	6.84	16.33	20.23	3.51333333333333	9.02333333333333	3.03666666666667	2.99	10.9966666666667	3.5	6.1	12.4266666666667	8.16333333333333	2.17666666666667	2.13	10.1366666666667	2.64	5.24	11.5666666666667	7.68666666666667	7.64	15.6466666666667	8.15	10.75	17.0766666666667	1.65333333333333	9.66	2.16333333333333	4.76333333333333	11.09	9.61333333333333	2.11666666666667	4.71666666666667	11.0433333333333	10.1233333333333	12.7233333333333	19.05	5.22666666666667	11.5533333333333	14.1533333333333	9.35	3.36333333333333	3.31666666666667	11.3233333333333	3.82666666666667	6.42666666666667	12.7533333333333	8.87333333333333	8.82666666666667	16.8333333333333	9.33666666666667	11.9366666666667	18.2633333333333	2.84	10.8466666666667	3.35	5.95	12.2766666666667	10.8	3.30333333333333	5.90333333333333	12.23	11.31	13.91	20.2366666666667	6.41333333333333	12.74	15.34	8.01333333333333	7.96666666666667	15.9733333333333	8.47666666666667	11.0766666666667	17.4033333333333	1.98	9.98666666666667	2.49	5.09	11.4166666666667	9.94	2.44333333333333	5.04333333333333	11.37	10.45	13.05	19.3766666666667	5.55333333333333	11.88	14.48	7.49	15.4966666666667	8	10.6	16.9266666666667	15.45	7.95333333333333	10.5533333333333	16.88	15.96	18.56	24.8866666666667	11.0633333333333	17.39	19.99	9.46333333333333	1.96666666666667	4.56666666666667	10.8933333333333	9.97333333333333	12.5733333333333	18.9	5.07666666666667	11.4033333333333	14.0033333333333	9.92666666666667	12.5266666666667	18.8533333333333	5.03	11.3566666666667	13.9566666666667	13.0366666666667	19.3633333333333	21.9633333333333	14.4666666666667
