fourSeven	sevenNine	fourNine	fourSevenNine
NHP2	108.461038961039	99.6931818181818	61.5178571428571	89.8906926406926
GLB1	103.022727272727	53.7102272727273	148.1875	101.640151515152
MMRN2	133.5	133.5	0	89
SMS	70.5714285714286	122.28125	94.8526785714286	95.9017857142857
GPI	44.2175324675325	38.8380681818182	73.6919642857143	52.2491883116883
SRI	135.496753246753	152.880681818182	124.741071428571	137.706168831169
RAD21	55.7954545454545	67.4204545454545	26.125	49.780303030303
BTG2	50.9025974025974	29.1079545454545	61.9196428571429	47.3100649350649
KIAA0101	16.1428571428571	37.5625	53.7053571428571	35.8035714285714
TPD52	18	7.34375	25.34375	16.8958333333333
GABARAPL2	214.097402597403	180.673295454545	160.861607142857	185.210768398268
SEC11C	173.262987012987	64.1960227272727	197.004464285714	144.821158008658
TCEAL8	113.363636363636	112.113636363636	89.75	105.075757575758
IFNGR2	71.3441558441558	89.0852272727273	91.8839285714286	84.1044372294372
OLFML2A	25.8603896103896	25.6818181818182	0.178571428571429	17.2402597402597
SPP1	1.28571428571429	139.59375	140.879464285714	93.9196428571429
SF3B5	139.107142857143	121.5	122.607142857143	127.738095238095
NCOA4	98.5616883116883	115.704545454545	95.3571428571429	103.207792207792
GGH	23.0357142857143	46.71875	69.7544642857143	46.5029761904762
SEC61B	181.529220779221	115.042613636364	154.299107142857	150.290313852814
TUG1	34.6590909090909	13.0653409090909	38.90625	28.8768939393939
CNOT8	72.2662337662338	73.4090909090909	61.8571428571429	69.1774891774892
SCARB2	57.2597402597403	63.7954545454545	44.9642857142857	55.3398268398268
SPPL2A	15.8181818181818	8.81818181818182	7	10.5454545454545
EGFL7	1.95454545454545	1.95454545454545	0	1.3030303030303
KCNJ8	0	0	0	0
ASPN	0	2.0625	2.0625	1.375
C1orf123	50.5227272727273	67.9914772727273	44.96875	54.4943181818182
SCOC	109.487012987013	62.8352272727273	96.7767857142857	89.6996753246753
DLD	65.1785714285714	61.875	82.0535714285714	69.7023809523809
ZNF83	156.600649350649	173.980113636364	41.3080357142857	123.962932900433
MS4A3	0	0	0	0
DHRS7	66.0844155844156	32.8522727272727	62.4821428571429	53.8062770562771
TSPAN13	118.12012987013	132.758522727273	84.4241071428571	111.767586580087
MRPS21	103.071428571429	124.4375	96.5089285714286	108.005952380952
THRAP3	32.4675324675325	48.4005681818182	25.5044642857143	35.4575216450216
ADIPOR1	33.9350649350649	57.3011363636364	75.5089285714286	55.58170995671
SRSF1	43.0681818181818	39.3494318181818	35.78125	39.3996212121212
MLLT11	9.18181818181818	12.4943181818182	3.3125	8.32954545454546
BCLAF1	35.9902597402597	24.2982954545455	49.3794642857143	36.5560064935065
RSRC2	93.0357142857143	127.3125	52.3482142857143	90.8988095238095
ACAT1	56.6266233766234	65.8096590909091	23.2544642857143	48.5635822510823
PTPRA	50.474025974026	59.9829545454545	36.3660714285714	48.9410173160173
SELT	99.6331168831169	74.1732954545455	71.8973214285714	81.9012445887446
FKBP3	43.3733766233766	60.6278409090909	103.183035714286	69.0614177489177
PRNP	50.2207792207792	44.8636363636364	5.35714285714286	33.4805194805195
FAM136A	92.1071428571429	26.09375	118.200892857143	78.8005952380952
DDX56	92.3961038961039	60.3068181818182	52.3392857142857	68.3474025974026
CLNS1A	74.711038961039	65.9431818181818	71.0178571428571	70.5573593073593
BSG	89.5032467532467	57.9318181818182	77.0714285714286	74.8354978354978
CLTC	121.727272727273	65.2585227272727	86.53125	91.1723484848485
DCTN2	45.4577922077922	66.6988636363636	38.8839285714286	50.3468614718615
SLC40A1	75.0357142857143	6.6875	81.7232142857143	54.4821428571429
C1S	0	0.0625	0.0625	0.0416666666666667
CD46	29.6136363636364	97.0198863636364	109.90625	78.8465909090909
KCNQ1OT1	38.4967532467532	109.880681818182	106.741071428571	85.0395021645022
ITGA6	92.7922077922078	95.2073863636364	25.2723214285714	71.0906385281385
FXYD6	41.0324675324675	57.1931818181818	16.5892857142857	38.271645021645
ATP6V0E1	108.288961038961	120.994318181818	98.9196428571429	109.400974025974
ATP1A1	12.1428571428571	46.59375	58.7366071428571	39.1577380952381
CD47	78.2272727272727	62.3522727272727	56.125	65.5681818181818
PCBP2	75.038961038961	78.5568181818182	67.2321428571429	73.6093073593074
YIPF3	62.3831168831169	35.1420454545455	36.6160714285714	44.7137445887446
FAM32A	79.6233766233766	130.815340909091	66.6205357142857	92.3530844155844
FHL1	40.2727272727273	40.2727272727273	0	26.8484848484848
LAMC1	76.4090909090909	119.502840909091	64.09375	86.6685606060606
ZFAND6	37.8538961038961	63.4119318181818	72.6294642857143	57.9650974025974
GCA	85.775974025974	91.6420454545455	94.5089285714286	90.642316017316
PIAS1	38.9675324675325	53.4630681818182	39.0669642857143	43.8325216450216
ISYNA1	13.5714285714286	5.5	19.0714285714286	12.7142857142857
RGS2	5.85714285714286	5.1875	11.0446428571429	7.36309523809524
YTHDF2	108.298701298701	111.602272727273	13.4464285714286	77.7824675324675
LAMB2	31.7077922077922	15.0738636363636	27.5089285714286	24.7635281385281
PUM2	73.3051948051948	46.9346590909091	52.0580357142857	57.4326298701299
PDGFRB	0	5.625	5.625	3.75
EIF3K	190.428571428571	194.34375	85.7723214285714	156.848214285714
FBXO21	32.2142857142857	20.5625	52.7767857142857	35.1845238095238
PLAGL1	18.3214285714286	7.65625	25.9776785714286	17.3184523809524
MRPS18B	23.8668831168831	13.0142045454545	27.7901785714286	21.5570887445887
DCP1A	125.753246753247	136.181818181818	33.5714285714286	98.5021645021645
MPV17	69.525974025974	48.6107954545455	70.2276785714286	62.7881493506493
OXA1L	72.8409090909091	67.6221590909091	77.28125	72.5814393939394
DHRS3	22.3798701298701	24.0227272727273	45.8571428571429	30.7532467532468
NCOR1	50.9285714285714	46.53125	27.4598214285714	41.6398809523809
SEC23B	64.7857142857143	0	64.7857142857143	43.1904761904762
TACC1	37.7727272727273	43.3039772727273	41.53125	40.8693181818182
FEV	0	0	0	0
IK	48.1103896103896	82.0880681818182	83.8348214285714	71.3444264069264
EWSR1	39.0227272727273	45.9289772727273	44.40625	43.1193181818182
DUT	79.2922077922078	73.0511363636364	85.6160714285714	79.3198051948052
TUBG1	12.9642857142857	28.21875	41.1830357142857	27.4553571428571
TNFAIP1	59.9415584415584	58.8210227272727	2.30803571428571	40.3568722943723
PSMC5	68.2402597402597	37.7982954545455	34.1294642857143	46.7226731601732
MED13	31.4935064935065	40.2613636363636	21.4821428571429	31.0790043290043
USP34	31.2012987012987	37.4602272727273	63.1160714285714	43.9258658008658
DAD1	228.896103896104	248.181818181818	183.714285714286	220.264069264069
KIAA1191	10.1428571428571	15.25	25.3928571428571	16.9285714285714
ATP6V1B2	10.7857142857143	28.90625	39.6919642857143	26.4613095238095
SNRNP40	51.2857142857143	45.90625	54.1919642857143	50.4613095238095
HTRA1	81.4090909090909	84.5028409090909	3.09375	56.3352272727273
PDCD4	80.9220779220779	39.5113636363636	111.160714285714	77.198051948052
TH1L	79.7597402597403	24.6079545454545	60.2767857142857	54.8814935064935
COL6A1	1.48051948051948	12.8465909090909	13.5089285714286	9.27867965367965
PIGT	98.0844155844156	89.2585227272727	59.8883928571429	82.4104437229437
MOXD1	0	0	0	0
ERP44	135.230519480519	90.4715909090909	114.883928571429	113.52867965368
NIPA2	61.0616883116883	80.7357954545455	60.8883928571429	67.5619588744589
IL6ST	72.1396103896104	83.7244318181818	18.2276785714286	58.0305735930736
ORMDL1	96.6071428571429	114.5	61.1071428571429	90.7380952380952
LPHN2	70.487012987013	75.7414772727273	9.68303571428572	51.9705086580087
NCSTN	76.7857142857143	44.90625	74.6919642857143	65.4613095238095
USP22	68.8279220779221	90.1448863636364	59.2455357142857	72.7394480519481
THSD1	33.6363636363636	33.6363636363636	0	22.4242424242424
TNRC6B	14.9967532467532	66.5056818181818	66.8660714285714	49.4561688311688
TSN	70.1233766233766	79.4403409090909	82.7455357142857	77.4364177489177
FABP5	132.142857142857	129.75	4.89285714285714	88.9285714285714
SEC63	58.4090909090909	74.4403409090909	34.03125	55.6268939393939
UBXN4	66.7305194805195	58.0028409090909	62.9151785714286	62.549512987013
HNRNPR	7.42857142857143	8.90625	16.3348214285714	10.889880952381
NAE1	36.8571428571429	55.4375	92.2946428571429	61.5297619047619
AKR1B1	36.5097402597403	59.0142045454545	28.4330357142857	41.3189935064935
ABCG2	77.1363636363636	77.1363636363636	0	51.4242424242424
RPL18A	230.327922077922	237.301136363636	235.901785714286	234.510281385281
PSMD14	76.2792207792208	31.5426136363636	61.5491071428571	56.4569805194805
RPL13A	175.428571428571	139.6875	187.116071428571	167.410714285714
HIST2H2BE	15.1428571428571	0	15.1428571428571	10.0952380952381
GOLGA7	39.5227272727273	17.3039772727273	41.28125	32.7026515151515
PPP1R12A	71.2142857142857	75.28125	39.4955357142857	61.9970238095238
C1orf43	44.1136363636364	38.1761363636364	43.5625	41.9507575757576
STAT1	33.8474025974026	119.829545454545	98.7678571428571	84.1482683982684
GNL3	48.7142857142857	9.8125	58.5267857142857	39.0178571428571
LXN	167.194805194805	164.409090909091	2.78571428571429	111.463203463203
F2R	77.4545454545455	84.3920454545455	6.9375	56.2613636363636
SNAP25	4.39285714285714	7.125	11.5178571428571	7.67857142857143
MYLK	18.8181818181818	29.9119318181818	11.09375	19.9412878787879
YIPF5	16.8279220779221	31.3948863636364	29.4955357142857	25.9061147186147
SNRPD2	176.896103896104	188.619318181818	158.151785714286	174.555735930736
EIF6	84.3214285714286	71.09375	96.4151785714286	83.9434523809524
SEPT4	0	0.78125	0.78125	0.520833333333333
LBH	8.48376623376623	4.21590909090909	12.5178571428571	8.40584415584416
IER3IP1	94.7467532467532	100.099431818182	66.2098214285714	87.0186688311688
ZEB2	1.72727272727273	1.91477272727273	0.1875	1.27651515151515
SNX5	54.3279220779221	62.4261363636364	56.0267857142857	57.5936147186147
CD200	10.5032467532468	6.18181818181818	4.32142857142857	7.0021645021645
FAU	207.961038961039	201.880681818182	206.205357142857	205.349025974026
BZW2	56.5974025974026	69.7357954545455	20.4241071428571	48.9191017316017
SBNO1	88.9058441558442	161.164772727273	104.616071428571	118.228896103896
TROVE2	5.28896103896104	21.9943181818182	18.9196428571429	15.400974025974
WRB	22.9285714285714	3.15625	26.0848214285714	17.389880952381
AKR1A1	40.762987012987	32.4772727272727	72.7857142857143	48.6753246753247
BDH2	77.1720779220779	106.573863636364	55.4732142857143	79.7397186147186
PCMTD2	105.116883116883	136.389204545455	35.4151785714286	92.3070887445887
TXNDC12	140.366883116883	52.9829545454545	127.258928571429	106.869588744589
NEMF	61.8571428571429	62.09375	86.9508928571429	70.3005952380952
CRK	103.792207792208	115.457386363636	47.5223214285714	88.9239718614719
UBE2V2	68.1298701298701	95.4602272727273	73.0446428571429	78.8782467532468
MLL5	80.4090909090909	74.7840909090909	77.375	77.5227272727273
CPNE1	20.8733766233766	18.4715909090909	26.5267857142857	21.9572510822511
PROM1	46	85.90625	131.90625	87.9375
NUSAP1	13.25	31.375	44.625	29.75
SF3B3	13.0422077922078	26.8636363636364	23.1785714285714	21.0281385281385
WDR83OS	203.12012987013	186.414772727273	150.080357142857	179.871753246753
LMBR1	68.5422077922078	96.6136363636364	53.4285714285714	72.8614718614719
MTCH1	57.4318181818182	44.9943181818182	50.0625	50.8295454545455
PSMD13	12.6785714285714	29.1875	41.8660714285714	27.9107142857143
STOML2	43.5681818181818	49.5056818181818	89.4375	60.8371212121212
ARPC1A	39.262987012987	43.8835227272727	46.6919642857143	43.2794913419913
UBE2E3	52.275974025974	114.235795454545	70.6026785714286	79.0381493506493
RDH11	61.4383116883117	58.6392045454545	90.9866071428571	70.3547077922078
CSNK1A1	89.5584415584416	102.491477272727	66.5044642857143	86.1847943722944
COPA	23.1201298701299	23.7272727272727	11.3928571428571	19.4134199134199
SRSF11	112.827922077922	136.894886363636	81.9955357142857	110.572781385281
PBRM1	30.5714285714286	6.84375	37.4151785714286	24.9434523809524
EFTUD2	39.1915584415584	38.8522727272727	0.589285714285714	26.211038961039
UFC1	169.435064935065	150.426136363636	120.133928571429	146.665043290043
RNF7	171.522727272727	175.053977272727	113.03125	153.202651515152
ID1	119.262987012987	152.946022727273	48.7544642857143	106.987824675325
CHD4	48.0941558441558	44.5539772727273	41.1026785714286	44.5836038961039
TJP1	114.272727272727	106.616477272727	36.34375	85.7443181818182
PHB2	52.0746753246753	38.1193181818182	80.8303571428571	57.0081168831169
PPP1CB	40.0162337662338	67.9090909090909	67.1071428571429	58.3441558441558
RAB34	28.6201298701299	57.9147727272727	50.0803571428571	45.5384199134199
CNPY2	129.905844155844	143.289772727273	169.741071428571	147.645562770563
SEC61A1	28.6980519480519	18.9971590909091	20.5133928571429	22.7362012987013
VWF	36.5909090909091	36.8096590909091	0.21875	24.5397727272727
TOM1L1	25.3571428571429	19.21875	44.5758928571429	29.7172619047619
TRAM1	96.7532467532467	78.5255681818182	72.9151785714286	82.7313311688312
PSMD6	43.2954545454545	89.3892045454545	97.59375	76.7594696969697
DENR	73.8474025974026	54.9857954545455	63.9241071428571	64.2524350649351
VDAC2	125.084415584416	133.539772727273	108.169642857143	122.26461038961
LMNA	4.27272727272727	4.27272727272727	0	2.84848484848485
ARHGEF7	131.954545454545	138.985795454545	7.03125	92.657196969697
CERS2	23.7727272727273	42.8352272727273	58.0625	41.5568181818182
C1orf63	128.12012987013	153.289772727273	62.9553571428571	114.78841991342
SDAD1	106.808441558442	86.4602272727273	82.7232142857143	91.9972943722944
FOXP1	75.724025974026	73.9517045454545	68.5848214285714	72.7535173160173
NCBP2	14.3214285714286	42.46875	56.7901785714286	37.8601190476191
SARS	19.0584415584416	20.2102272727273	29.7232142857143	22.9972943722944
DDX3X	40.2435064935065	83.3551136363636	71.3258928571429	64.9748376623377
CUEDC2	9.53571428571429	23.875	33.4107142857143	22.2738095238095
JAM3	66.6818181818182	69.7130681818182	3.03125	46.4753787878788
GRSF1	14.7987012987013	39.8210227272727	35.1651785714286	29.9283008658009
HPGD	115.448051948052	146.215909090909	43.4821428571429	101.715367965368
TMEM106C	20.6785714285714	58.0625	78.7410714285714	52.4940476190476
GLT8D1	41.461038961039	39.1931818181818	12.0178571428571	30.8906926406926
ZBTB1	80.4318181818182	101.963068181818	37.03125	73.1420454545455
NEDD9	72.7727272727273	87.6164772727273	14.84375	58.4109848484848
SRP72	39.3246753246753	56.6505681818182	51.6116071428571	49.1956168831169
FLOT1	80.2597402597403	120.232954545455	56.4017857142857	85.6314935064935
C14orf1	51.0357142857143	16.8125	67.8482142857143	45.2321428571429
SDC2	37.8571428571429	40.875	78.7321428571429	52.4880952380952
ATXN7L3B	44.9545454545455	16.9545454545455	59	40.3030303030303
RCN1	42.4155844155844	62.3664772727273	49.2366071428571	51.3395562770563
SCFD1	126.418831168831	113.829545454545	77.3392857142857	105.862554112554
ZNF84	40.9675324675325	57.8380681818182	30.4419642857143	43.0825216450216
AASDHPPT	42.1071428571429	68.03125	110.138392857143	73.4255952380952
SRSF6	102.061688311688	113.954545454545	90.1071428571429	102.041125541126
C14orf119	51.9188311688312	23.9232954545455	55.9330357142857	43.9250541125541
JMJD1C	54.1331168831169	63.9545454545455	26.1785714285714	48.0887445887446
PRKRA	58.7142857142857	57.59375	43.3080357142857	53.2053571428571
GPM6B	0.107142857142857	0.75	0.857142857142857	0.571428571428571
MYO10	22.6980519480519	28.5284090909091	26.0446428571429	25.7570346320346
TUSC3	17.5714285714286	36.3125	53.8839285714286	35.9226190476191
ANKRD17	47.3474025974026	49.2045454545455	86.6428571428571	61.0649350649351
ICAM1	0.0714285714285714	4.75	4.82142857142857	3.21428571428571
HBP1	33.9188311688312	49.7982954545455	24.8080357142857	36.1750541125541
ATP2B1	46.4642857142857	7.375	46.8392857142857	33.5595238095238
PSMD4	33.2987012987013	66.0710227272727	64.9151785714286	54.7616341991342
C1QBP	46.6753246753247	78.4119318181818	73.4508928571429	66.1793831168831
ALDH9A1	12.1785714285714	16.5625	28.7410714285714	19.1607142857143
AKR7A2	83.4415584415584	35.1647727272727	55.1517857142857	57.9193722943723
SPCS1	151.094155844156	132.397727272727	147.946428571429	143.812770562771
COPS5	45.0974025974026	71.3920454545455	84.5803571428571	67.0232683982684
PPP1CA	59.1850649350649	80.5198863636364	60.9776785714286	66.89420995671
CENPF	6.92857142857143	6.8125	13.7410714285714	9.16071428571429
PRND	45.3181818181818	50.4431818181818	5.125	33.6287878787879
SAMM50	82.6525974025974	42.6392045454545	53.2008928571429	59.4975649350649
FH	63.8344155844156	63.5085227272727	21.8883928571429	49.7437770562771
CXCR4	75.6363636363636	92.9488636363636	17.3125	61.9659090909091
MMS19	0.775974025974026	6.42329545454545	6.29017857142857	4.49648268398268
RAB11A	84.0357142857143	63.5625	44.5982142857143	64.0654761904762
DBI	78.3409090909091	70.6534090909091	59.8125	69.6022727272727
STT3A	101.944805194805	57.9090909090909	114.035714285714	91.2965367965368
ITGA5	37.1461038961039	38.7443181818182	2.52678571428571	26.1390692640693
CAV2	100.577922077922	106.707386363636	15.5580357142857	74.2811147186147
HDAC3	36.4188311688312	26.6107954545455	27.1205357142857	30.0500541125541
KARS	4.5	41.71875	46.21875	30.8125
ARMC8	34.1428571428571	16.8125	50.9553571428571	33.9702380952381
PPAP2B	9.36363636363636	20.6448863636364	11.28125	13.7632575757576
MKRN1	46.25	9.0625	55.3125	36.875
LAMC3	0	0	0	0
HEG1	102.272727272727	121.241477272727	18.96875	80.8276515151515
CSNK2B	47.0227272727273	71.8664772727273	61.34375	60.0776515151515
PTN	0	0	0	0
CKB	47.0422077922078	85.8636363636364	107.178571428571	80.0281385281385
GNAI1	39.8181818181818	39.8181818181818	0	26.5454545454545
AFAP1L1	25.3181818181818	25.3181818181818	0	16.8787878787879
WDR60	27.1655844155844	17.4289772727273	10.0491071428571	18.2145562770563
MTCH2	22.1558441558442	52.9772727272727	70.6785714285714	48.6038961038961
VBP1	4.80519480519481	22.8096590909091	26.4330357142857	18.0159632034632
TNS3	71.2857142857143	20.1875	91.4732142857143	60.9821428571429
SCAMP1	53.6363636363636	49.6363636363636	4	35.7575757575758
SNX4	33.9837662337662	20.8721590909091	20.6741071428571	25.1766774891775
SPIN1	48.5454545454545	82.1392045454545	67.59375	66.092803030303
C22orf28	55.6363636363636	65.3863636363636	105.75	75.5909090909091
CPSF3	60.4285714285714	6.53125	66.9598214285714	44.639880952381
PTRF	34.5	34.5	0	23
PDXDC1	34.1785714285714	14.1875	48.3660714285714	32.2440476190476
RER1	62.5746753246753	109.025568181818	129.236607142857	100.27895021645
GTPBP4	22.7142857142857	0	22.7142857142857	15.1428571428571
ZNF559	1.96428571428571	1.65625	3.62053571428571	2.41369047619048
IDI1	95.1038961038961	71.7556818181818	54.2232142857143	73.6942640692641
MCM7	15.25	7.96875	23.21875	15.4791666666667
GCC2	106.561688311688	112.985795454545	80.6383928571429	100.061958874459
RGS4	0	0	0	0
SEL1L	115.207792207792	32.4176136363636	137.352678571429	94.9926948051948
GUCY1A3	0	17.28125	17.28125	11.5208333333333
LRRC41	41.1980519480519	9.59090909090909	31.6071428571429	27.465367965368
C12orf75	45.7564935064935	41.4573863636364	36.4866071428571	41.2334956709957
STARD13	20.3701298701299	36.1335227272727	37.0491071428571	31.1842532467532
SLC4A4	15.5357142857143	187.96875	203.504464285714	135.669642857143
C4orf3	62.1038961038961	78.6619318181818	67.1294642857143	69.2984307359307
RPL24	187.262987012987	202.039772727273	144.848214285714	178.050324675325
NUCB2	132.782467532468	20.6306818181818	149.776785714286	101.063311688312
CACYBP	97.2792207792208	104.761363636364	70.7678571428571	90.9361471861472
PRRC2B	34.7597402597403	95.2017045454545	75.8705357142857	68.6106601731602
TIA1	71.1461038961039	83.4630681818182	50.2455357142857	68.2849025974026
CLDN4	7.53571428571429	5.5	13.0357142857143	8.69047619047619
MFSD1	2.25	3.6875	5.9375	3.95833333333333
CTSC	92.5941558441558	67.0852272727273	31.1339285714286	63.6044372294372
VAMP3	44.1883116883117	28.1392045454545	37.2366071428571	36.5213744588745
ECHS1	67.3961038961039	81.9943181818182	76.0267857142857	75.1390692640693
ATP6V1A	73.8474025974026	55.2045454545455	27.1428571428571	52.0649350649351
CTSD	36.0422077922078	18.8323863636364	20.1473214285714	25.0073051948052
TM2D3	55.9415584415584	82.6960227272727	72.1830357142857	70.273538961039
BLCAP	32.6298701298701	27.7727272727273	4.85714285714286	21.7532467532468
FAM49B	28.6883116883117	44.1079545454545	53.7053571428571	42.1672077922078
DIABLO	44.7077922077922	41.7301136363636	65.1651785714286	50.5343614718615
EIF2B1	11.3766233766234	26.8409090909091	38.0357142857143	25.4177489177489
NIPSNAP3A	3.45454545454545	40.0795454545455	40.625	28.0530303030303
SCG2	3.53571428571429	0	3.53571428571429	2.35714285714286
MEAF6	30.8116883116883	32.5795454545455	33.4821428571429	32.2911255411255
COMMD10	66.7142857142857	66.78125	37.4955357142857	56.9970238095238
CSRP2	87.6071428571429	84.78125	35.3883928571429	69.2589285714286
CTDSP2	73.5974025974026	81.2982954545455	44.9866071428571	66.6274350649351
CYFIP1	7.75974025974026	8.42045454545454	16.0892857142857	10.7564935064935
SNX6	93.2012987012987	85.7727272727273	83.4285714285714	87.4675324675325
PSME2	111.298701298701	121.383522727273	78.2276785714286	103.636634199134
ATF4	36.5649350649351	26.5426136363636	59.8348214285714	40.98079004329
FBXO7	31.75	34.71875	66.46875	44.3125
VCL	15.7077922077922	5.66761363636364	21.1026785714286	14.1593614718615
C1orf198	1.21428571428571	0	1.21428571428571	0.809523809523809
SUCLA2	35.0714285714286	23.84375	58.9151785714286	39.2767857142857
CHCHD2	153.555194805195	98.6846590909091	168.058035714286	140.099296536797
SSB	108.75974025974	158.014204545455	118.683035714286	128.48566017316
SNX17	36.0714285714286	16.65625	52.7276785714286	35.1517857142857
CCNB1	25.5714285714286	0	25.5714285714286	17.047619047619
ETNK1	37.211038961039	59.9744318181818	62.5491071428571	53.2448593073593
TEX2	6.10714285714286	23.375	29.4821428571429	19.6547619047619
CASC4	34.8279220779221	51.6448863636364	67.7455357142857	51.4061147186147
SMARCA5	10.8961038961039	35.3068181818182	45.8392857142857	30.6807359307359
IP6K2	60.9545454545455	76.8920454545455	71.9375	69.9280303030303
ALAS2	0	0	0	0
TAF9B	43.3214285714286	44.34375	11.6651785714286	33.1101190476191
PLEKHB2	107.37987012987	58.6789772727273	87.5133928571429	84.5240800865801
NFE2L2	24.8928571428571	46.75	71.6428571428571	47.7619047619048
RSL24D1	83.1525974025974	95.9829545454545	70.0446428571429	83.0600649350649
PTPN12	94.6038961038961	94.1306818181818	1.09821428571429	63.2775974025974
SEC24D	2.92857142857143	0.125	3.05357142857143	2.03571428571429
PHF3	8.92857142857143	49.96875	45.8973214285714	34.9315476190476
ETFA	34.8181818181818	50.4431818181818	30.625	38.6287878787879
ACTR1A	85.2662337662338	90.9090909090909	22.3571428571429	66.1774891774892
PRMT2	36.1753246753247	79.4744318181818	66.0133928571429	60.5543831168831
ARL6IP5	50.4090909090909	78.8778409090909	97.46875	75.5852272727273
RBX1	193.340909090909	228.247159090909	124.40625	181.998106060606
VPS29	71.4675324675325	82.2443181818182	90.3482142857143	81.353354978355
ARPC1B	32.2792207792208	36.0738636363636	6.08035714285714	24.8111471861472
METTL3	8.60714285714286	32.46875	41.0758928571429	27.3839285714286
CALCOCO2	19.3084415584416	15.9602272727273	29.7232142857143	21.663961038961
CHMP2A	116.308441558442	121.522727272727	52.2857142857143	96.7056277056277
ERG	45.7727272727273	51.3664772727273	5.59375	34.2443181818182
CKAP5	67.3409090909091	58.5909090909091	8.75	44.8939393939394
C20orf3	29.2012987012987	21.8977272727273	48.5535714285714	33.2175324675325
PSMD9	47.8051948051948	52.9659090909091	48.5892857142857	49.7867965367965
SNRPE	136.996753246753	159.724431818182	152.084821428571	149.602002164502
FRAS1	36.1428571428571	94.59375	130.736607142857	87.1577380952381
NR2F2	36.6363636363636	38.6988636363636	2.0625	25.7992424242424
YWHAE	95.9318181818182	83.3693181818182	105.9375	95.0795454545455
NDUFB9	96.9642857142857	112.375	149.339285714286	119.559523809524
PRRC2C	23.9642857142857	29.84375	42.8080357142857	32.2053571428571
PTK2	42.038961038961	29.6818181818182	23.3571428571429	31.6926406926407
ACAA2	48.75	29.34375	78.09375	52.0625
KLC1	7.56493506493507	47.3238636363636	42.6160714285714	32.5016233766234
SLBP	52.2467532467533	73.4431818181818	33.0535714285714	52.9145021645022
CYSTM1	37	54.84375	91.84375	61.2291666666667
CAP1	81.4058441558442	57.2897727272727	59.2410714285714	65.9788961038961
GLRX3	31.9772727272727	32.6335227272727	20.15625	28.2556818181818
BCAP31	134.957792207792	81.0426136363636	142.727678571429	119.576028138528
EIF3D	64.3279220779221	69.0823863636364	43.6830357142857	59.0311147186147
DMXL2	13.2175324675325	25.0880681818182	34.9419642857143	24.415854978355
OCIAD1	107.571428571429	104.3125	95.8839285714286	102.589285714286
SAP18	112.74025974026	120.048295454545	122.879464285714	118.556006493506
S1PR1	57.8181818181818	70.9431818181818	13.125	47.2954545454545
PLTP	60.2012987012987	7.27272727272727	57.9285714285714	41.8008658008658
CADPS	8.86688311688312	27.6392045454545	36.4151785714286	24.3070887445887
NDUFB10	140.074675324675	135.713068181818	155.424107142857	143.737283549784
ARCN1	48.0227272727273	16.2727272727273	55.75	40.0151515151515
NNAT	1.39285714285714	0	1.39285714285714	0.928571428571428
RBP5	82.8181818181818	82.8181818181818	0	55.2121212121212
NFYC	20.75	79.78125	76.53125	59.0208333333333
FAM54B	16.75	38.46875	55.21875	36.8125
CCNG1	15.4642857142857	0.0625	15.5267857142857	10.3511904761905
NXF1	62.6948051948052	62.7840909090909	42.6607142857143	56.0465367965368
ABHD13	37.6233766233766	45.7528409090909	15.5580357142857	32.9780844155844
MYO6	54.9220779220779	48.4176136363636	17.0669642857143	40.1355519480519
MRPL10	22.0811688311688	2.23295454545455	24.2232142857143	16.1791125541126
WTAP	35.2597402597403	60.7017045454545	45.8705357142857	47.2773268398268
PSMD11	64.6363636363636	32.9488636363636	61.3125	52.9659090909091
IFNAR1	96.8344155844156	82.4772727272727	41.8571428571429	73.7229437229437
CSE1L	14.7175324675325	22.8693181818182	35.2232142857143	24.2700216450216
EPRS	72.3766233766234	76.2784090909091	79.4732142857143	76.0427489177489
UCP2	32.0714285714286	14.03125	46.1026785714286	30.735119047619
TSPAN31	16.3376623376623	34.6903409090909	30.2098214285714	27.0792748917749
ANAPC16	122.383116883117	64.0482954545455	147.522321428571	111.317911255411
HNRNPM	14.9025974025974	36.9829545454545	27.7946428571429	26.5600649350649
RAB5A	44.8474025974026	36.9545454545455	7.89285714285714	29.8982683982684
TMEM147	119.724025974026	127.545454545455	125.178571428571	124.149350649351
LIFR	102.363636363636	112.551136363636	10.1875	75.0340909090909
NBN	5.96428571428571	32	37.9642857142857	25.3095238095238
TBL1XR1	87.6883116883117	124.389204545455	62.9866071428571	91.6880411255411
KCTD12	19.8246753246753	19.1818181818182	1.64285714285714	13.5497835497836
SEC11A	109.892857142857	84.34375	119.236607142857	104.491071428571
SLC25A39	39.3214285714286	40.34375	79.6651785714286	53.110119047619
TEK	36.7727272727273	36.7727272727273	0	24.5151515151515
CETP	83.5454545454545	83.5454545454545	0	55.6969696969697
MYH10	12.1915584415584	50.2897727272727	57.0267857142857	39.836038961039
NBR1	79.8896103896104	57.9744318181818	70.2276785714286	69.3639069264069
AKAP12	0.0454545454545455	1.76420454545455	1.71875	1.17613636363636
VPS13B	38.7012987012987	33.6477272727273	44.8035714285714	39.0508658008658
PIAS3	59.0844155844156	64.5085227272727	48.1383928571429	57.2437770562771
FKBP9	80.8474025974026	80.2357954545455	9.17410714285714	56.7524350649351
SUMF1	53.3214285714286	76.5625	129.883928571429	86.5892857142857
